,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_max_iter,param_random_state,param_solver,params,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_auprc,split1_test_auprc,split2_test_auprc,split3_test_auprc,split4_test_auprc,mean_test_auprc,std_test_auprc,rank_test_auprc,split0_train_auprc,split1_train_auprc,split2_train_auprc,split3_train_auprc,split4_train_auprc,mean_train_auprc,std_train_auprc
0,0.5101881980895996,0.08313067518147117,0.007293415069580078,0.0005414850822358451,tanh,0.0001,True,"(10, 3)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (10, 3), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9108884745407345,0.874037506899728,0.8762099759739553,0.8897732996256952,0.876601429951421,0.8855021373983067,0.01385433902964606,11,0.9190890582541698,0.9284880398600025,0.8877298550558516,0.9263708113085946,0.8910349703102028,0.9105425469577643,0.017587393107994783,0.9771270936593931,0.9713194421684916,0.955923594450835,0.9483603952726916,0.9605048957039086,0.962647084251064,0.010380599531273375,13,0.9749905623125154,0.975682448655381,0.9643995696101163,0.9806067498462461,0.9633123202998557,0.9717983301448229,0.006776710130907809
1,0.5638778209686279,0.11632145723968233,0.007907724380493164,0.00030587591385121323,tanh,0.0001,True,"(10, 3)",adaptive,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (10, 3), 'learning_rate': 'adaptive', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9108884745407345,0.874037506899728,0.8762099759739553,0.8897732996256952,0.876601429951421,0.8855021373983067,0.01385433902964606,11,0.9190890582541698,0.9284880398600025,0.8877298550558516,0.9263708113085946,0.8910349703102028,0.9105425469577643,0.017587393107994783,0.9771270936593931,0.9713194421684916,0.955923594450835,0.9483603952726916,0.9605048957039086,0.962647084251064,0.010380599531273375,13,0.9749905623125154,0.975682448655381,0.9643995696101163,0.9806067498462461,0.9633123202998557,0.9717983301448229,0.006776710130907809
2,0.6597597599029541,0.1295638570850714,0.008858919143676758,0.00048249964289933045,tanh,0.0001,True,"(30, 5)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (30, 5), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9014978717104176,0.8748162048452885,0.876632002179153,0.885574372495672,0.8726523402721161,0.8822345583005294,0.010587436968499588,21,0.9193759156225327,0.9273513462057303,0.9223941154073368,0.936305000169952,0.8813541996361101,0.9173561154083323,0.018892135128501682,0.9746388968965264,0.9721629438888076,0.9606625522961972,0.9508511111182649,0.9606476779634356,0.9637926364326465,0.008658806856583445,9,0.9744734344104358,0.9767970767187872,0.97907516824395,0.9830392490228668,0.9624072723892834,0.9751584401570647,0.006974160155636448
3,0.7152910709381104,0.09809313743761487,0.009457778930664063,8.749219930517571e-05,tanh,0.0001,True,"(30, 5)",adaptive,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (30, 5), 'learning_rate': 'adaptive', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9014978717104176,0.8748162048452885,0.876632002179153,0.885574372495672,0.8726523402721161,0.8822345583005294,0.010587436968499588,21,0.9193759156225327,0.9273513462057303,0.9223941154073368,0.936305000169952,0.8813541996361101,0.9173561154083323,0.018892135128501682,0.9746388968965264,0.9721629438888076,0.9606625522961972,0.9508511111182649,0.9606476779634356,0.9637926364326465,0.008658806856583445,9,0.9744734344104358,0.9767970767187872,0.97907516824395,0.9830392490228668,0.9624072723892834,0.9751584401570647,0.006974160155636448
4,0.8445992469787598,0.0781875021306906,0.010570859909057618,0.0005902023990505665,tanh,0.0001,True,"(50, 10)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (50, 10), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9014978717104176,0.8670861001590534,0.8783536126307987,0.8847992784093408,0.8715902975897767,0.8806654320998775,0.012026471278227743,27,0.9405717646888929,0.9145909684035669,0.9365156807246132,0.912110959083351,0.9165702286537073,0.9240719203108263,0.011969297874207724,0.9763686623585879,0.9663490996378259,0.9528840186003301,0.9512654796732021,0.9698732585239096,0.963348103758771,0.009763252021971508,11,0.9812104146512959,0.9719156124846773,0.9855358905185044,0.9776715169176196,0.9763503256151923,0.9785367520374579,0.004593582317526921
5,0.9104690551757812,0.1332065736458039,0.011162090301513671,7.730696600177478e-05,tanh,0.0001,True,"(50, 10)",adaptive,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (50, 10), 'learning_rate': 'adaptive', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9014978717104176,0.8670861001590534,0.8783536126307987,0.8847992784093408,0.8715902975897767,0.8806654320998775,0.012026471278227743,27,0.9405717646888929,0.9145909684035669,0.9365156807246132,0.912110959083351,0.9165702286537073,0.9240719203108263,0.011969297874207724,0.9763686623585879,0.9663490996378259,0.9528840186003301,0.9512654796732021,0.9698732585239096,0.963348103758771,0.009763252021971508,11,0.9812104146512959,0.9719156124846773,0.9855358905185044,0.9776715169176196,0.9763503256151923,0.9785367520374579,0.004593582317526921
6,1.648004913330078,0.5734642077351046,0.01425919532775879,0.0009233350620960444,tanh,0.0001,True,"(100,)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.886614458069291,0.8848771929251248,0.8670861001590534,0.8805842230384151,0.9055558148629184,0.8849435578109606,0.012373795264155019,15,0.9401384159149447,0.9652243696918327,0.9533099150344181,0.9083186497976031,0.9048880324117744,0.9343758765701147,0.024049308598501427,0.9774759891435837,0.968385267299165,0.9368002081049074,0.9500253432844011,0.971017057751833,0.9607407731167781,0.015047118410175852,21,0.9872887034465223,0.9939600285538621,0.9923972228103198,0.9777091393403088,0.9719623468247758,0.9846634881951577,0.008518333510260559
7,1.7175471782684326,0.5584416512385555,0.014849567413330078,0.00032707346911925884,tanh,0.0001,True,"(100,)",adaptive,400,500,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.886614458069291,0.8848771929251248,0.8670861001590534,0.8805842230384151,0.9055558148629184,0.8849435578109606,0.012373795264155019,15,0.9401384159149447,0.9652243696918327,0.9533099150344181,0.9083186497976031,0.9048880324117744,0.9343758765701147,0.024049308598501427,0.9774759891435837,0.968385267299165,0.9368002081049074,0.9500253432844011,0.971017057751833,0.9607407731167781,0.015047118410175852,21,0.9872887034465223,0.9939600285538621,0.9923972228103198,0.9777091393403088,0.9719623468247758,0.9846634881951577,0.008518333510260559
8,0.4769580841064453,0.10302432437677243,0.0072762489318847655,0.0007139584283895315,tanh,0.05,True,"(10, 3)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (10, 3), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9108884745407345,0.864706145616101,0.8615626515599678,0.8897732996256952,0.876601429951421,0.880706400258784,0.01806935702336599,25,0.9190890582541698,0.9017721813412964,0.8863360585586502,0.9251527461528987,0.8910349703102028,0.9046770029234436,0.015217730987842883,0.9773410081269341,0.9634965861771476,0.9542399753290822,0.948574425293745,0.9603399437065203,0.9607983877266857,0.009732284071515794,19,0.9749252072283883,0.9662469974815227,0.961523843137805,0.9803801612363211,0.9632492277262703,0.9692650873620614,0.007222300463918295
9,0.4853336334228516,0.094619104203448,0.007173013687133789,0.0006915269529027373,tanh,0.05,True,"(10, 3)",adaptive,400,500,adam,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (10, 3), 'learning_rate': 'adaptive', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9108884745407345,0.864706145616101,0.8615626515599678,0.8897732996256952,0.876601429951421,0.880706400258784,0.01806935702336599,25,0.9190890582541698,0.9017721813412964,0.8863360585586502,0.9251527461528987,0.8910349703102028,0.9046770029234436,0.015217730987842883,0.9773410081269341,0.9634965861771476,0.9542399753290822,0.948574425293745,0.9603399437065203,0.9607983877266857,0.009732284071515794,19,0.9749252072283883,0.9662469974815227,0.961523843137805,0.9803801612363211,0.9632492277262703,0.9692650873620614,0.007222300463918295
10,0.7061866760253906,0.10067889768919096,0.009267425537109375,0.0005025412486780197,tanh,0.05,True,"(30, 5)",constant,400,500,adam,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (30, 5), 'learning_rate': 'constant', 'max_iter': 400, 'random_state': 500, 'solver': 'adam'}",0.9064359661429734,0.8748162048452885,0.876632002179153,0.885574372495672,0.9108657582588465,0.8908648607843868,0.015037407421049764,5,0.9181548953409822,0.9273513462057303,0.921171833365788,0.9419492438990469,0.9032790322338412,0.9223812702090777,0.012584337308018823,0.9746052469671378,0.9716817830673845,0.9601266099990801,0.9504936231470007,0.9700184820068524,0.9653851490374912,0.008894215609139413,1,0.9744711509207924,0.9768592650303894,0.9791217232071322,0.9844398454064421,0.9700275656069919,0.9769839100343496,0.0047933587382200235
