classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds
MLPClassifier,22,0.8542273731707148,0.9482411370775923,0.8171750469955021,0.9170063738250354
